frame_num,gps_utc_time,gps_latitude,gps_longitude,gps_north,gps_east,gps_ground_speed,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,temp,crash
289,0x00031060,0x00000000,0x00000000,0,0,0x00000000,57,36,-56,121,310,-47,36.75,no crash
290,0x00031060,0x00000000,0x00000000,0,0,0x00000000,56,39,-55,55,69,57,36.75,no crash
291,0x00031060,0x00000000,0x00000000,0,0,0x00000000,60,39,-55,65,-192,40,36.8125,no crash
292,0x00031060,0x00000000,0x00000000,0,0,0x00000000,59,35,-55,-1,-640,22,36.8125,no crash
293,0x00031060,0x00000000,0x00000000,0,0,0x00000000,60,38,-56,30,499,61,36.9375,no crash
294,0x00031060,0x00000000,0x00000000,0,0,0x00000000,57,36,-52,19,385,55,36.9375,no crash
295,0x00031448,0x00000000,0x00000000,0,0,0x00000000,57,39,-55,43,41,84,36.9375,no crash
296,0x00031448,0x00000000,0x00000000,0,0,0x00000000,60,39,-56,144,4,82,37.0,no crash
297,0x00031448,0x00000000,0x00000000,0,0,0x00000000,60,38,-57,93,20,74,37.0,no crash
298,0x00031448,0x00000000,0x00000000,0,0,0x00000000,57,39,-53,95,149,69,37.1875,no crash
299,0x00031448,0x00000000,0x00000000,0,0,0x00000000,60,39,-55,80,-27,0,37.1875,no crash
300,0x00031448,0x00000000,0x00000000,0,0,0x00000000,59,39,-56,108,183,110,37.4375,no crash
301,0x00031448,0x00000000,0x00000000,0,0,0x00000000,59,38,-56,99,154,16,37.4375,no crash
302,0x00031448,0x00000000,0x00000000,0,0,0x00000000,60,39,-56,70,-198,49,37.4375,no crash
303,0x00031448,0x00000000,0x00000000,0,0,0x00000000,60,40,-56,11,-188,61,37.6875,no crash
304,0x00031830,0x00000000,0x00000000,0,0,0x00000000,57,39,-56,117,514,63,37.6875,no crash
305,0x00031830,0x00000000,0x00000000,0,0,0x00000000,56,39,-56,138,-275,63,37.875,no crash
306,0x00031830,0x00000000,0x00000000,0,0,0x00000000,57,38,-52,133,-32,6,37.875,no crash
307,0x00031830,0x00000000,0x00000000,0,0,0x00000000,56,39,-56,92,65,58,37.875,no crash
308,0x00031830,0x00000000,0x00000000,0,0,0x00000000,59,39,-52,74,31,41,38.0,no crash
309,0x00031830,0x00000000,0x00000000,0,0,0x00000000,57,38,-57,-19,178,35,38.0,no crash
310,0x00031830,0x00000000,0x00000000,0,0,0x00000000,57,39,-57,-2,154,-21,38.1875,no crash
311,0x00031830,0x00000000,0x00000000,0,0,0x00000000,56,38,-55,47,176,65,38.1875,no crash
312,0x00031830,0x00000000,0x00000000,0,0,0x00000000,60,39,-52,62,-380,101,38.3125,no crash
313,0x00031830,0x00000000,0x00000000,0,0,0x00000000,57,38,-56,118,306,15,38.3125,no crash
314,0x00031C18,0x00000000,0x00000000,0,0,0x00000000,59,39,-55,130,75,133,38.3125,no crash
315,0x00031C18,0x00000000,0x00000000,0,0,0x00000000,57,35,-57,98,44,-21,38.5,no crash
316,0x00031C18,0x00000000,0x00000000,0,0,0x00000000,57,39,-55,106,-456,73,38.5,no crash
317,0x00031C18,0x00000000,0x00000000,0,0,0x00000000,59,39,-55,159,535,36,38.6875,no crash
318,0x00031C18,0x00000000,0x00000000,0,0,0x00000000,57,39,-53,63,-76,60,38.6875,no crash
319,0x00031C18,0x00000000,0x00000000,0,0,0x00000000,56,39,-55,88,150,128,38.6875,no crash
320,0x00031C18,0x00000000,0x00000000,0,0,0x00000000,56,39,-55,19,474,91,38.8125,no crash
321,0x00031C18,0x00000000,0x00000000,0,0,0x00000000,57,39,-53,-11,313,6,38.8125,no crash
322,0x00031C18,0x00000000,0x00000000,0,0,0x00000000,57,39,-55,72,-423,123,39.0625,no crash
323,0x00031C18,0x00000000,0x00000000,0,0,0x00000000,57,36,-52,124,-139,24,39.0625,no crash
324,0x00032000,0x00000000,0x00000000,0,0,0x00000000,57,39,-52,82,-28,80,39.1875,no crash
325,0x00032000,0x00000000,0x00000000,0,0,0x00000000,57,39,-55,78,-410,9,39.1875,no crash
326,0x00032000,0x00000000,0x00000000,0,0,0x00000000,59,38,-57,123,-29,65,39.1875,no crash
327,0x00032000,0x00000000,0x00000000,0,0,0x00000000,60,36,-52,13,-26,78,39.375,no crash
328,0x00032000,0x00000000,0x00000000,0,0,0x00000000,57,39,-52,51,-95,79,39.375,no crash
329,0x00032000,0x00000000,0x00000000,0,0,0x00000000,60,39,-56,24,-54,77,39.5625,no crash
330,0x00032000,0x00000000,0x00000000,0,0,0x00000000,59,38,-52,83,522,87,39.5625,no crash
331,0x00032000,0x00000000,0x00000000,0,0,0x00000000,60,39,-55,74,-130,91,39.5625,no crash
332,0x00032000,0x00000000,0x00000000,0,0,0x00000000,57,35,-56,133,643,-12,39.75,no crash
333,0x00032000,0x00000000,0x00000000,0,0,0x00000000,57,39,-56,118,-272,40,39.75,no crash
334,0x000323E8,0x00000000,0x00000000,0,0,0x00000000,60,39,-52,8,25,94,39.9375,no crash
335,0x000323E8,0x00000000,0x00000000,0,0,0x00000000,59,39,-52,93,393,37,39.9375,no crash
336,0x000323E8,0x00000000,0x00000000,0,0,0x00000000,56,36,-53,124,-13,-4,40.125,no crash
337,0x000323E8,0x00000000,0x00000000,0,0,0x00000000,60,38,-56,100,157,132,40.125,no crash
338,0x000323E8,0x00000000,0x00000000,0,0,0x00000000,57,36,-52,14,-299,34,40.125,no crash
339,0x000323E8,0x00000000,0x00000000,0,0,0x00000000,57,39,-52,31,91,-8,40.3125,no crash
340,0x000323E8,0x00000000,0x00000000,0,0,0x00000000,56,39,-53,66,-138,30,40.3125,no crash
341,0x000323E8,0x00000000,0x00000000,0,0,0x00000000,60,39,-56,110,45,82,40.5,no crash
342,0x000323E8,0x00000000,0x00000000,0,0,0x00000000,57,38,-56,151,457,50,40.5,no crash
343,0x000323E8,0x00000000,0x00000000,0,0,0x00000000,57,39,-55,160,-146,77,40.5,no crash
344,0x000323E8,0x00000000,0x00000000,0,0,0x00000000,60,39,-52,152,261,136,40.6875,no crash
345,0x000327D0,0x00000000,0x00000000,0,0,0x00000000,60,39,-57,54,277,56,40.6875,no crash
346,0x000327D0,0x00000000,0x00000000,0,0,0x00000000,56,39,-56,40,20,-8,40.9375,no crash
347,0x000327D0,0x00000000,0x00000000,0,0,0x00000000,56,38,-57,6,14,98,40.9375,no crash
348,0x000327D0,0x00000000,0x00000000,0,0,0x00000000,60,35,-57,90,29,109,41.0,no crash
349,0x000327D0,0x00000000,0x00000000,0,0,0x00000000,60,35,-56,87,73,61,41.0,no crash
350,0x000327D0,0x00000000,0x00000000,0,0,0x00000000,57,35,-57,115,18,20,41.0,no crash
351,0x000327D0,0x00000000,0x00000000,0,0,0x00000000,57,38,-57,81,25,36,41.0625,no crash
352,0x000327D0,0x00000000,0x00000000,0,0,0x00000000,59,38,-57,32,42,42,41.0625,no crash
353,0x000327D0,0x00000000,0x00000000,0,0,0x00000000,59,39,-57,90,-1,25,41.0625,no crash
354,0x00032BB8,0x00000000,0x00000000,0,0,0x00000000,56,39,-57,71,36,76,41.0625,no crash
355,0x00032BB8,0x00000000,0x00000000,0,0,0x00000000,56,38,-57,97,101,53,41.0625,no crash
356,0x00032BB8,0x00000000,0x00000000,0,0,0x00000000,57,35,-57,67,18,-1,41.0,no crash
357,0x00032BB8,0x00000000,0x00000000,0,0,0x00000000,59,39,-57,69,-16,63,41.0,no crash
358,0x00032BB8,0x00000000,0x00000000,0,0,0x00000000,57,38,-57,34,10,117,41.0,no crash
359,0x00032BB8,0x00000000,0x00000000,0,0,0x00000000,60,38,-57,135,-32,32,41.0,no crash
360,0x00032BB8,0x00000000,0x00000000,0,0,0x00000000,59,36,-57,124,87,73,40.9375,no crash
361,0x00032BB8,0x00000000,0x00000000,0,0,0x00000000,56,39,-57,111,32,7,40.9375,no crash
362,0x00032BB8,0x00000000,0x00000000,0,0,0x00000000,56,38,-57,65,5,112,40.9375,no crash
363,0x00032BB8,0x00000000,0x00000000,0,0,0x00000000,60,39,-58,64,25,67,41.0,no crash
364,0x00032FA0,0x00000000,0x00000000,0,0,0x00000000,59,35,-58,86,-17,70,41.0,no crash
365,0x00032FA0,0x00000000,0x00000000,0,0,0x00000000,57,39,-57,96,43,64,41.0,no crash
366,0x00032FA0,0x00000000,0x00000000,0,0,0x00000000,57,39,-57,63,13,19,41.0,no crash
367,0x00032FA0,0x00000000,0x00000000,0,0,0x00000000,60,39,-57,35,20,64,41.0,no crash
368,0x00032FA0,0x00000000,0x00000000,0,0,0x00000000,60,38,-57,69,60,59,40.875,no crash
369,0x00032FA0,0x00000000,0x00000000,0,0,0x00000000,56,38,-57,73,-35,-4,40.875,no crash
370,0x00032FA0,0x00000000,0x00000000,0,0,0x00000000,56,38,-57,143,21,61,40.9375,no crash
371,0x00032FA0,0x00000000,0x00000000,0,0,0x00000000,59,39,-57,126,4,88,40.9375,no crash
372,0x00032FA0,0x00000000,0x00000000,0,0,0x00000000,60,39,-58,94,50,78,41.0,no crash
373,0x00032FA0,0x00000000,0x00000000,0,0,0x00000000,56,39,-57,60,29,50,41.0,no crash
374,0x00033388,0x00000000,0x00000000,0,0,0x00000000,59,35,-57,5,12,58,41.0,no crash
375,0x00033388,0x00000000,0x00000000,0,0,0x00000000,57,36,-57,20,0,64,41.0625,no crash
376,0x00033388,0x00000000,0x00000000,0,0,0x00000000,56,39,-57,141,43,44,41.0625,no crash
377,0x00033388,0x00000000,0x00000000,0,0,0x00000000,59,38,-58,79,-33,-7,41.0625,no crash
378,0x00033388,0x00000000,0x00000000,0,0,0x00000000,57,39,-57,79,44,9,41.0625,no crash
379,0x00033388,0x00000000,0x00000000,0,0,0x00000000,59,38,-58,132,84,21,41.0625,no crash
380,0x00033388,0x00000000,0x00000000,0,0,0x00000000,60,36,-57,77,-11,94,41.0625,no crash
381,0x00033388,0x00000000,0x00000000,0,0,0x00000000,60,39,-57,49,-43,76,41.0625,no crash
382,0x00033388,0x00000000,0x00000000,0,0,0x00000000,57,39,-57,72,44,85,41.0,no crash
383,0x00033388,0x00000000,0x00000000,0,0,0x00000000,60,39,-57,120,50,43,41.0,no crash
